raw_token,n_products,canonical,action,reason
hoary stock,1,,DROP_RARE,"canonical group 'hoary stock' has 1 in-population products (< 30, after merging)"
holly flower,1,,DROP_RARE,"canonical group 'holly flower' has 1 in-population products (< 30, after merging)"
honeybush or cyclopia,1,,DROP_RARE,"canonical group 'honeybush or cyclopia' has 1 in-population products (< 30, after merging)"
honeydew melon,1,,DROP_RARE,"canonical group 'honeydew melon' has 1 in-population products (< 30, after merging)"
hookah,1,,DROP_RARE,"canonical group 'hookah' has 1 in-population products (< 30, after merging)"
"hoya carnosa, wax plant",1,,DROP_RARE,"canonical group 'hoya carnosa, wax plant' has 1 in-population products (< 30, after merging)"
impatiens,1,,DROP_RARE,"canonical group 'impatiens' has 1 in-population products (< 30, after merging)"
indian mango,1,,DROP_RARE,"canonical group 'indian mango' has 1 in-population products (< 30, after merging)"
indian tea,1,,DROP_RARE,"canonical group 'indian tea' has 1 in-population products (< 30, after merging)"
indian white pepper,1,,DROP_RARE,"canonical group 'indian white pepper' has 1 in-population products (< 30, after merging)"
indonesian carnation,1,,DROP_RARE,"canonical group 'indonesian carnation' has 1 in-population products (< 30, after merging)"
indonesian pepper,1,,DROP_RARE,"canonical group 'indonesian pepper' has 1 in-population products (< 30, after merging)"
instant film accord,1,,DROP_RARE,"canonical group 'instant film accord' has 1 in-population products (< 30, after merging)"
isabella grape,1,,DROP_RARE,"canonical group 'isabella grape' has 1 in-population products (< 30, after merging)"
isobutyl quinoline,1,,DROP_RARE,"canonical group 'isobutyl quinoline' has 1 in-population products (< 30, after merging)"
japanese gardenia,1,,DROP_RARE,"canonical group 'japanese gardenia' has 1 in-population products (< 30, after merging)"
japanese orange,1,,DROP_RARE,"canonical group 'japanese orange' has 1 in-population products (< 30, after merging)"
japanese pink lotus,1,,DROP_RARE,"canonical group 'japanese pink lotus' has 1 in-population products (< 30, after merging)"
jarana flower,1,,DROP_RARE,"canonical group 'jarana flower' has 1 in-population products (< 30, after merging)"
jasmone,1,,DROP_RARE,"canonical group 'jasmone' has 1 in-population products (< 30, after merging)"
jeans,1,,DROP_RARE,"canonical group 'jeans' has 1 in-population products (< 30, after merging)"
jujube,1,,DROP_RARE,"canonical group 'jujube' has 1 in-population products (< 30, after merging)"
kanuka,1,,DROP_RARE,"canonical group 'kanuka' has 1 in-population products (< 30, after merging)"
karmaflor®,1,,DROP_RARE,"canonical group 'karmaflor®' has 1 in-population products (< 30, after merging)"
katsura leaf,1,,DROP_RARE,"canonical group 'katsura leaf' has 1 in-population products (< 30, after merging)"
khella,1,,DROP_RARE,"canonical group 'khella' has 1 in-population products (< 30, after merging)"
kiwi jam,1,,DROP_RARE,"canonical group 'kiwi jam' has 1 in-population products (< 30, after merging)"
kowhai,1,,DROP_RARE,"canonical group 'kowhai' has 1 in-population products (< 30, after merging)"
kudzu,1,,DROP_RARE,"canonical group 'kudzu' has 1 in-population products (< 30, after merging)"
kumbaru,1,,DROP_RARE,"canonical group 'kumbaru' has 1 in-population products (< 30, after merging)"
kunzea,1,,DROP_RARE,"canonical group 'kunzea' has 1 in-population products (< 30, after merging)"
laurel blossom,1,,DROP_RARE,"canonical group 'laurel blossom' has 1 in-population products (< 30, after merging)"
laurissilva forest,1,,DROP_RARE,"canonical group 'laurissilva forest' has 1 in-population products (< 30, after merging)"
lemon meringue pie,1,,DROP_RARE,"canonical group 'lemon meringue pie' has 1 in-population products (< 30, after merging)"
lemon pie,1,lemon,MERGE,compound substring containment
lily of the valley leaves,1,lily of the valley,MERGE,compound substring containment
limewood,1,,DROP_RARE,"canonical group 'limewood' has 1 in-population products (< 30, after merging)"
lingonberry,1,,DROP_RARE,"canonical group 'lingonberry' has 1 in-population products (< 30, after merging)"
lotus seed,1,lotus,MERGE,compound substring containment
lucuma,1,,DROP_RARE,"canonical group 'lucuma' has 1 in-population products (< 30, after merging)"
macadamia flower,1,,DROP_RARE,"canonical group 'macadamia' has 15 in-population products (< 30, after merging)"
madeira,1,,DROP_RARE,"canonical group 'madeira' has 1 in-population products (< 30, after merging)"
mahoganywood,1,mahogany,MERGE,compound substring containment
mangrove wood,1,,DROP_RARE,"canonical group 'mangrove wood' has 1 in-population products (< 30, after merging)"
massioa,1,,DROP_RARE,"canonical group 'massioa' has 1 in-population products (< 30, after merging)"
melilotus,1,,DROP_RARE,"canonical group 'melilotus' has 1 in-population products (< 30, after merging)"
mesquite wood,1,,DROP_RARE,"canonical group 'mesquite wood' has 1 in-population products (< 30, after merging)"
michelia,1,,DROP_RARE,"canonical group 'michelia' has 1 in-population products (< 30, after merging)"
miracle berry,1,,DROP_RARE,"canonical group 'miracle berry' has 1 in-population products (< 30, after merging)"
mistletoe,1,,DROP_RARE,"canonical group 'mistletoe' has 1 in-population products (< 30, after merging)"
moepel accord,1,,DROP_RARE,"canonical group 'moepel accord' has 1 in-population products (< 30, after merging)"
monarda,1,,DROP_RARE,"canonical group 'monarda' has 1 in-population products (< 30, after merging)"
money,1,,DROP_RARE,"canonical group 'money' has 1 in-population products (< 30, after merging)"
mopane,1,,DROP_RARE,"canonical group 'mopane' has 1 in-population products (< 30, after merging)"
moringa blossom,1,,DROP_RARE,"canonical group 'moringa blossom' has 1 in-population products (< 30, after merging)"
moroccan and indian jasmine,1,,DROP_RARE,"canonical group 'moroccan and indian jasmine' has 1 in-population products (< 30, after merging)"
moxalone,1,,DROP_RARE,"canonical group 'moxalone' has 1 in-population products (< 30, after merging)"
mulled wine,1,,DROP_RARE,"canonical group 'mulled wine' has 1 in-population products (< 30, after merging)"
myrica,1,,DROP_RARE,"canonical group 'myrica' has 1 in-population products (< 30, after merging)"
nag champa,1,,DROP_RARE,"canonical group 'nag champa' has 1 in-population products (< 30, after merging)"
nail polish,1,,DROP_RARE,"canonical group 'nail polish' has 1 in-population products (< 30, after merging)"
naswar,1,,DROP_RARE,"canonical group 'naswar' has 1 in-population products (< 30, after merging)"
negroni,1,,DROP_RARE,"canonical group 'negroni' has 1 in-population products (< 30, after merging)"
nemophila,1,,DROP_RARE,"canonical group 'nemophila' has 1 in-population products (< 30, after merging)"
nom maew,1,,DROP_RARE,"canonical group 'nom maew' has 1 in-population products (< 30, after merging)"
nut grass,1,,DROP_RARE,"canonical group 'nut grass' has 1 in-population products (< 30, after merging)"
old furniture,1,,DROP_RARE,"canonical group 'old furniture' has 1 in-population products (< 30, after merging)"
old house,1,,DROP_RARE,"canonical group 'old house' has 1 in-population products (< 30, after merging)"
operanide,1,,DROP_RARE,"canonical group 'operanide' has 1 in-population products (< 30, after merging)"
orange gelato,1,,DROP_RARE,"canonical group 'orange gelato' has 1 in-population products (< 30, after merging)"
orange marmalade,1,,DROP_RARE,"canonical group 'orange marmalade' has 1 in-population products (< 30, after merging)"
orange soda,1,orange,MERGE,compound substring containment
orchard blossom,1,,DROP_RARE,"canonical group 'orchard blossom' has 1 in-population products (< 30, after merging)"
orchid black diamond,1,,DROP_RARE,"canonical group 'orchid black diamond' has 1 in-population products (< 30, after merging)"
orchid pink leopard,1,,DROP_RARE,"canonical group 'orchid pink leopard' has 1 in-population products (< 30, after merging)"
ornithogalum,1,,DROP_RARE,"canonical group 'ornithogalum' has 1 in-population products (< 30, after merging)"
osmasylk natsublim™,1,,DROP_RARE,"canonical group 'osmasylk natsublim™' has 1 in-population products (< 30, after merging)"
ouzo,1,,DROP_RARE,"canonical group 'ouzo' has 1 in-population products (< 30, after merging)"
palestinian sweet lime,1,,DROP_RARE,"canonical group 'palestinian sweet lime' has 1 in-population products (< 30, after merging)"
paperbark,1,,DROP_RARE,"canonical group 'paperbark' has 1 in-population products (< 30, after merging)"
paprika leaf,1,paprika,MERGE,compound substring containment
parchment,1,,DROP_RARE,"canonical group 'parchment' has 1 in-population products (< 30, after merging)"
pastiera napoletana,1,,DROP_RARE,"canonical group 'pastiera napoletana' has 1 in-population products (< 30, after merging)"
peach cream,1,,DROP_RARE,"canonical group 'peach cream' has 1 in-population products (< 30, after merging)"
peanut butter,1,,DROP_RARE,"canonical group 'peanut butter' has 1 in-population products (< 30, after merging)"
pear juice,1,,DROP_RARE,"canonical group 'pear juice' has 1 in-population products (< 30, after merging)"
pearadise®,1,,DROP_RARE,"canonical group 'pearadise®' has 1 in-population products (< 30, after merging)"
pencil,1,,DROP_RARE,"canonical group 'pencil' has 1 in-population products (< 30, after merging)"
perfume lemon,1,,DROP_RARE,"canonical group 'perfume lemon' has 1 in-population products (< 30, after merging)"
pesto,1,,DROP_RARE,"canonical group 'pesto' has 1 in-population products (< 30, after merging)"
petroleum,1,,DROP_RARE,"canonical group 'petroleum' has 1 in-population products (< 30, after merging)"
peyote,1,,DROP_RARE,"canonical group 'peyote' has 1 in-population products (< 30, after merging)"
phlox,1,,DROP_RARE,"canonical group 'phlox' has 1 in-population products (< 30, after merging)"
physcool®,1,,DROP_RARE,"canonical group 'physcool®' has 1 in-population products (< 30, after merging)"
pink himalayan sea salt,1,,DROP_RARE,"canonical group 'pink himalayan sea salt' has 1 in-population products (< 30, after merging)"
pink ipê tree,1,,DROP_RARE,"canonical group 'pink ipê tree' has 1 in-population products (< 30, after merging)"
pink violet,1,,DROP_RARE,"canonical group 'pink violet' has 1 in-population products (< 30, after merging)"
pinwheel flower,1,,DROP_RARE,"canonical group 'pinwheel flower' has 1 in-population products (< 30, after merging)"
pistachio liquer,1,pistachio,MERGE,compound substring containment
pitahaya flower,1,pitahaya,MERGE,compound substring containment
pittosporum,1,,DROP_RARE,"canonical group 'pitosporum' has 26 in-population products (< 30, after merging)"
pizza,1,,DROP_RARE,"canonical group 'pizza' has 1 in-population products (< 30, after merging)"
plantain,1,,DROP_RARE,"canonical group 'plantain' has 1 in-population products (< 30, after merging)"
plastic bag,1,,DROP_RARE,"canonical group 'plastic' has 10 in-population products (< 30, after merging)"
play doh,1,,DROP_RARE,"canonical group 'play doh' has 1 in-population products (< 30, after merging)"
plum wine,1,,DROP_RARE,"canonical group 'plum wine' has 1 in-population products (< 30, after merging)"
poinsettia,1,,DROP_RARE,"canonical group 'poinsettia' has 1 in-population products (< 30, after merging)"
poivrol,1,,DROP_RARE,"canonical group 'poivrol' has 1 in-population products (< 30, after merging)"
pomegranate blossom,1,pomegranate,MERGE,compound substring containment
poplar,1,,DROP_RARE,"canonical group 'poplar buds' has 23 in-population products (< 30, after merging)"
posidonia,1,,DROP_RARE,"canonical group 'posidonia' has 1 in-population products (< 30, after merging)"
pretzel,1,,DROP_RARE,"canonical group 'pretzel' has 1 in-population products (< 30, after merging)"
priest’s clothes,1,,DROP_RARE,"canonical group 'priest’s clothes' has 1 in-population products (< 30, after merging)"
protea,1,,DROP_RARE,"canonical group 'protea' has 1 in-population products (< 30, after merging)"
pu'er tea,1,,DROP_RARE,"canonical group 'pu'er tea' has 1 in-population products (< 30, after merging)"
purple yam,1,,DROP_RARE,"canonical group 'purple yam' has 1 in-population products (< 30, after merging)"
quandong desert peach,1,,DROP_RARE,"canonical group 'quandong desert peach' has 1 in-population products (< 30, after merging)"
raki,1,,DROP_RARE,"canonical group 'raki' has 1 in-population products (< 30, after merging)"
rangpur,1,,DROP_RARE,"canonical group 'rangpur' has 1 in-population products (< 30, after merging)"
raspberry blossom,1,raspberry,MERGE,compound substring containment
red cyclamen,1,,DROP_RARE,"canonical group 'red cyclamen' has 1 in-population products (< 30, after merging)"
red lantern,1,,DROP_RARE,"canonical group 'red lantern' has 1 in-population products (< 30, after merging)"
red mulberry,1,,DROP_RARE,"canonical group 'red mulberry' has 1 in-population products (< 30, after merging)"
red myrrh,1,,DROP_RARE,"canonical group 'red myrrh' has 1 in-population products (< 30, after merging)"
red nectarine,1,,DROP_RARE,"canonical group 'red nectarine' has 1 in-population products (< 30, after merging)"
red tulip,1,,DROP_RARE,"canonical group 'red tulip' has 1 in-population products (< 30, after merging)"
red willow,1,,DROP_RARE,"canonical group 'red willow' has 1 in-population products (< 30, after merging)"
rhodinol,1,,DROP_RARE,"canonical group 'rhodinol' has 1 in-population products (< 30, after merging)"
rhum agricole,1,,DROP_RARE,"canonical group 'rhum agricole' has 1 in-population products (< 30, after merging)"
rind bergamot,1,,DROP_RARE,"canonical group 'rind bergamot' has 1 in-population products (< 30, after merging)"
rosa alba,1,,DROP_RARE,"canonical group 'rosa alba' has 1 in-population products (< 30, after merging)"
